,001_turnover,002_morning_diff,003_ov_momentum,004_asym_ov,005_tug_of_war,006_rv_momentum,007,008,009,010,011,012,013,014,015,016,017,018,019
2026-04-17,0.12468827930174564,0.10640066500415628,0.0714879467996675,0.1172069825436409,0.0714879467996675,0.14962593516209477,0.025768911055694097,0.04821280133000831,0.021612635078969242,0.058187863674147966,0.019118869492934332,0.012468827930174564,0.014131338320864505,0.021612635078969242,0.019118869492934332,0.029925187032418952,0.029093931837073983,0.029093931837073983,0.030756442227763924
2026-04-20,0.11892797319932999,0.10217755443886097,0.0661641541038526,0.12227805695142378,0.0695142378559464,0.15912897822445563,0.025963149078726967,0.051926298157453935,0.023450586264656615,0.06197654941373534,0.01423785594639866,0.008375209380234505,0.011725293132328308,0.02512562814070352,0.020100502512562814,0.02847571189279732,0.031825795644891124,0.02847571189279732,0.03015075376884422
2026-04-21,0.1261335531739489,0.09563066776586975,0.05935696619950536,0.12201154163231658,0.05935696619950536,0.14674361088211046,0.02720527617477329,0.05935696619950536,0.030502885408079144,0.05688375927452597,0.01236603462489695,0.01483924154987634,0.016488046166529265,0.02225886232481451,0.02720527617477329,0.03462489694971146,0.028029678483099753,0.033800494641384994,0.02720527617477329
2026-04-22,0.12531120331950207,0.09626556016597511,0.06390041493775933,0.13029045643153528,0.06224066390041494,0.14522821576763487,0.021576763485477178,0.056431535269709544,0.023236514522821577,0.06307053941908713,0.014937759336099586,0.016597510373443983,0.012448132780082987,0.021576763485477178,0.026556016597510373,0.03319502074688797,0.027385892116182572,0.025726141078838173,0.03402489626556016
2026-04-23,0.13277310924369748,0.1,0.06302521008403361,0.12605042016806722,0.06638655462184874,0.14453781512605043,0.02857142857142857,0.05378151260504202,0.021848739495798318,0.06890756302521009,0.015966386554621848,0.014285714285714285,0.011764705882352941,0.02100840336134454,0.018487394957983194,0.03277310924369748,0.02689075630252101,0.02100840336134454,0.031932773109243695
2026-04-24,0.12602965403624383,0.10461285008237232,0.06507413509060955,0.11696869851729819,0.0642504118616145,0.15238879736408567,0.029654036243822075,0.05271828665568369,0.022240527182866558,0.060955518945634266,0.01400329489291598,0.01729818780889621,0.009884678747940691,0.0214168039538715,0.019769357495881382,0.030477759472817133,0.029654036243822075,0.028830313014827018,0.03377265238879736
2026-04-27,0.12781954887218044,0.09941520467836257,0.06015037593984962,0.11862990810359231,0.06599832915622389,0.14786967418546365,0.031746031746031744,0.053467000835421885,0.023391812865497075,0.050960735171261484,0.015037593984962405,0.013366750208855471,0.014202172096908938,0.020050125313283207,0.025898078529657476,0.034252297410192145,0.030910609857978277,0.03341687552213868,0.03341687552213868
2026-04-28,0.12678421494542402,0.10243492863140219,0.061293031066330814,0.12090680100755667,0.0654911838790932,0.15197313182199831,0.02434928631402183,0.05709487825356843,0.026028547439126783,0.05793450881612091,0.015113350125944584,0.009235936188077247,0.01595298068849706,0.023509655751469353,0.016792611251049538,0.03442485306465155,0.02938706968933669,0.027707808564231738,0.033585222502099076
2026-04-29,0.11166666666666666,0.09916666666666667,0.065,0.115,0.07333333333333333,0.15416666666666667,0.03,0.05416666666666667,0.028333333333333332,0.06166666666666667,0.014166666666666666,0.013333333333333334,0.015833333333333335,0.020833333333333332,0.021666666666666667,0.02666666666666667,0.028333333333333332,0.029166666666666667,0.0375
2026-04-30,0.12301255230125523,0.10125523012552301,0.06527196652719665,0.11799163179916318,0.07196652719665272,0.15313807531380752,0.0301255230125523,0.05690376569037657,0.02594142259414226,0.059414225941422594,0.012552301255230125,0.011715481171548118,0.012552301255230125,0.02092050209205021,0.0200836820083682,0.023430962343096235,0.02510460251046025,0.035146443514644354,0.03347280334728033
2026-05-06,0.12331081081081081,0.10304054054054054,0.060810810810810814,0.13006756756756757,0.07516891891891891,0.14780405405405406,0.026182432432432432,0.05827702702702703,0.018581081081081082,0.05827702702702703,0.010135135135135136,0.01266891891891892,0.010135135135135136,0.017736486486486486,0.017736486486486486,0.03209459459459459,0.028716216216216218,0.032939189189189186,0.036317567567567564
2026-05-07,0.12375415282392027,0.10299003322259136,0.06229235880398671,0.12209302325581395,0.07807308970099668,0.14451827242524917,0.02823920265780731,0.057308970099667775,0.024916943521594685,0.059800664451827246,0.01079734219269103,0.013289036544850499,0.013289036544850499,0.019933554817275746,0.01910299003322259,0.036544850498338874,0.02159468438538206,0.02574750830564784,0.03571428571428571
2026-05-08,0.1262541806020067,0.10785953177257525,0.06270903010033445,0.12374581939799331,0.06939799331103678,0.14464882943143811,0.030936454849498328,0.05518394648829431,0.016722408026755852,0.06020066889632107,0.01588628762541806,0.013377926421404682,0.01588628762541806,0.017558528428093644,0.01839464882943144,0.033444816053511704,0.025919732441471572,0.027591973244147156,0.034280936454849496
2026-05-11,0.1306532663316583,0.09631490787269682,0.06532663316582915,0.11809045226130653,0.06532663316582915,0.15494137353433834,0.032663316582914576,0.05862646566164154,0.020100502512562814,0.05778894472361809,0.01507537688442211,0.01256281407035176,0.01256281407035176,0.022613065326633167,0.020938023450586266,0.031825795644891124,0.02931323283082077,0.022613065326633167,0.032663316582914576
2026-05-12,0.12344656172328086,0.1035625517812759,0.06628003314001657,0.11516155758077878,0.06462303231151616,0.14830157415078707,0.03396851698425849,0.0579950289975145,0.024855012427506214,0.0579950289975145,0.010770505385252692,0.012427506213753107,0.009113504556752278,0.024026512013256007,0.021541010770505385,0.033140016570008285,0.030654515327257662,0.03231151615575808,0.029826014913007456
2026-05-13,0.12416666666666666,0.1025,0.06583333333333333,0.11333333333333333,0.06666666666666667,0.15,0.029166666666666667,0.0625,0.0225,0.05333333333333334,0.013333333333333334,0.014166666666666666,0.014166666666666666,0.018333333333333333,0.019166666666666665,0.03833333333333333,0.0275,0.028333333333333332,0.03666666666666667
2026-05-14,0.1291390728476821,0.09768211920529801,0.062086092715231786,0.11258278145695365,0.07201986754966887,0.15066225165562913,0.030629139072847682,0.054635761589403975,0.02152317880794702,0.057119205298013245,0.012417218543046357,0.022350993377483443,0.013245033112582781,0.019867549668874173,0.024834437086092714,0.02566225165562914,0.024834437086092714,0.03559602649006623,0.033112582781456956
2026-05-15,0.12727272727272726,0.10330578512396695,0.07107438016528926,0.11239669421487604,0.06446280991735537,0.15041322314049588,0.0256198347107438,0.05950413223140496,0.021487603305785124,0.05867768595041322,0.012396694214876033,0.019834710743801654,0.01487603305785124,0.01652892561983471,0.019834710743801654,0.03636363636363636,0.024793388429752067,0.030578512396694214,0.030578512396694214
2026-05-18,0.12298558100084818,0.11195928753180662,0.06785411365564037,0.1297709923664122,0.06446140797285835,0.14927905004240882,0.02714164546225615,0.05767599660729432,0.018659881255301103,0.0542832909245123,0.009329940627650551,0.015267175572519083,0.010178117048346057,0.02205258693808312,0.021204410517387615,0.029686174724342665,0.029686174724342665,0.027989821882951654,0.030534351145038167
2026-05-19,0.1300745650372825,0.09776304888152444,0.06793703396851698,0.10936205468102735,0.06048053024026512,0.15410107705053852,0.027340513670256836,0.056338028169014086,0.01988400994200497,0.06213753106876554,0.013256006628003313,0.016570008285004142,0.0115990057995029,0.027340513670256836,0.021541010770505385,0.033140016570008285,0.02899751449875725,0.029826014913007456,0.03231151615575808
2026-05-20,0.12178956089478045,0.11101905550952776,0.0687655343827672,0.11184755592377796,0.06793703396851698,0.14167357083678542,0.033140016570008285,0.05302402651201325,0.024855012427506214,0.06048053024026512,0.010770505385252692,0.01739850869925435,0.0115990057995029,0.0231980115990058,0.01988400994200497,0.035625517812758904,0.028169014084507043,0.02899751449875725,0.029826014913007456
2026-05-21,0.12623762376237624,0.10808580858085809,0.06023102310231023,0.11716171617161716,0.06518151815181518,0.14933993399339934,0.026402640264026403,0.05033003300330033,0.019801980198019802,0.0627062706270627,0.013201320132013201,0.020627062706270627,0.012376237623762377,0.019801980198019802,0.0231023102310231,0.03217821782178218,0.03052805280528053,0.026402640264026403,0.036303630363036306
2026-05-22,0.11452282157676348,0.1037344398340249,0.07219917012448132,0.11535269709543569,0.06721991701244813,0.14771784232365145,0.03153526970954357,0.05394190871369295,0.02074688796680498,0.05975103734439834,0.013278008298755186,0.017427385892116183,0.013278008298755186,0.02074688796680498,0.01991701244813278,0.02987551867219917,0.03319502074688797,0.027385892116182572,0.038174273858921165
2026-05-25,0.12026913372582002,0.10933557611438183,0.07064760302775441,0.11774600504625736,0.06644238856181665,0.15306980656013458,0.02691337258200168,0.061396131202691336,0.017661900756938603,0.060555088309503784,0.0159798149705635,0.0159798149705635,0.010933557611438183,0.020185029436501262,0.0159798149705635,0.03784693019343986,0.028595458368376788,0.023549201009251473,0.02691337258200168
2026-05-26,0.12334437086092716,0.1076158940397351,0.06374172185430464,0.11920529801324503,0.0695364238410596,0.15480132450331127,0.026490066225165563,0.054635761589403975,0.019867549668874173,0.06539735099337748,0.013245033112582781,0.013245033112582781,0.013245033112582781,0.018211920529801324,0.01903973509933775,0.026490066225165563,0.028973509933774833,0.028973509933774833,0.03394039735099338
2026-05-27,0.11892797319932999,0.10217755443886097,0.06867671691792294,0.11222780569514237,0.06867671691792294,0.15661641541038526,0.02847571189279732,0.05611390284757119,0.02512562814070352,0.05862646566164154,0.015912897822445562,0.01507537688442211,0.011725293132328308,0.022613065326633167,0.020100502512562814,0.03015075376884422,0.02680067001675042,0.02680067001675042,0.035175879396984924
2026-05-28,0.11359867330016583,0.10364842454394693,0.06135986733001658,0.12437810945273632,0.05721393034825871,0.15008291873963517,0.03233830845771144,0.05140961857379768,0.02570480928689884,0.06218905472636816,0.020729684908789386,0.014925373134328358,0.014096185737976783,0.02321724709784411,0.020729684908789386,0.02736318407960199,0.03067993366500829,0.03482587064676617,0.03150912106135987
2026-05-29,0.11769616026711185,0.10767946577629382,0.0651085141903172,0.11936560934891485,0.06260434056761269,0.15191986644407346,0.02587646076794658,0.05425709515859766,0.02671118530884808,0.06260434056761269,0.017529215358931552,0.01335559265442404,0.010851419031719533,0.022537562604340568,0.015859766277128547,0.028380634390651086,0.027545909849749584,0.03589315525876461,0.034223706176961605
2026-06-01,0.11691542288557213,0.10862354892205639,0.06799336650082918,0.12189054726368159,0.06716417910447761,0.14759535655058043,0.028192371475953566,0.05472636815920398,0.022388059701492536,0.05804311774461028,0.014925373134328358,0.013266998341625208,0.012437810945273632,0.020729684908789386,0.020729684908789386,0.02570480928689884,0.02902155887230514,0.03067993366500829,0.03897180762852405
2026-06-02,0.11490424646128226,0.10657785179017486,0.061615320566194835,0.12323064113238967,0.06827643630308076,0.14071606994171523,0.029142381348875937,0.05995004163197336,0.020815986677768527,0.059117402164862616,0.014154870940882597,0.012489592006661115,0.01498751040799334,0.02331390507910075,0.017485428809325562,0.028309741881765195,0.03330557868442964,0.03663613655287261,0.034970857618651124
2026-06-03,0.11716171617161716,0.10396039603960396,0.06188118811881188,0.1188118811881188,0.057755775577557754,0.1476897689768977,0.028877887788778877,0.05858085808580858,0.028052805280528052,0.05363036303630363,0.013201320132013201,0.018976897689768978,0.013201320132013201,0.018151815181518153,0.018151815181518153,0.034653465346534656,0.03135313531353135,0.03547854785478548,0.040429042904290426
2026-06-04,0.11956521739130435,0.10785953177257525,0.07608695652173914,0.11705685618729098,0.056856187290969896,0.15217391304347827,0.028428093645484948,0.052675585284280936,0.026755852842809364,0.06270903010033445,0.019230769230769232,0.017558528428093644,0.014214046822742474,0.020903010033444816,0.01588628762541806,0.025919732441471572,0.025919732441471572,0.029264214046822744,0.030936454849498328
2026-06-05,0.1128500823723229,0.1070840197693575,0.06919275123558484,0.12355848434925865,0.05848434925864909,0.14497528830313014,0.02471169686985173,0.060955518945634266,0.029654036243822075,0.06260296540362438,0.015650741350906095,0.01400329489291598,0.009884678747940691,0.023887973640856673,0.012355848434925865,0.03706754530477759,0.030477759472817133,0.03212520593080725,0.030477759472817133
2026-06-08,0.11993382961124896,0.0934656741108354,0.06947890818858561,0.12406947890818859,0.062034739454094295,0.15301902398676592,0.028122415219189414,0.06286186931348221,0.017369727047146403,0.06120760959470637,0.01240694789081886,0.014061207609594707,0.014061207609594707,0.019851116625310174,0.01902398676592225,0.03556658395368073,0.023986765922249794,0.034739454094292806,0.034739454094292806
2026-06-09,0.11452282157676348,0.1078838174273859,0.06473029045643154,0.12946058091286308,0.06058091286307054,0.14937759336099585,0.029045643153526972,0.05892116182572614,0.025726141078838173,0.06224066390041494,0.012448132780082987,0.014937759336099586,0.013278008298755186,0.023236514522821577,0.019087136929460582,0.027385892116182572,0.023236514522821577,0.029045643153526972,0.034854771784232366
2026-06-10,0.11836734693877551,0.10285714285714286,0.06775510204081632,0.12163265306122449,0.05959183673469388,0.14775510204081632,0.030204081632653063,0.05061224489795919,0.026938775510204082,0.05795918367346939,0.0163265306122449,0.0163265306122449,0.0163265306122449,0.02122448979591837,0.02040816326530612,0.030204081632653063,0.0326530612244898,0.031020408163265307,0.03183673469387755
